age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
39.0,technician,single,professional.course,no,no,no,cellular,may,,1.0,999.0,1.0,failure,-1.8,92.893,-46.2,1.291,5099.1,0
32.0,technician,single,high.school,no,yes,no,telephone,may,,1.0,999.0,,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
37.0,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,7.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,0
36.0,services,married,basic.6y,unknown,yes,,cellular,may,mon,6.0,999.0,1.0,failure,-1.8,92.893,-46.2,1.299,5099.1,0
38.0,technician,single,university.degree,no,no,no,cellular,nov,tue,1.0,,1.0,failure,-0.1,93.2,-42.0,4.153,5195.8,0
38.0,admin.,single,university.degree,no,yes,no,cellular,apr,mon,1.0,999.0,1.0,failure,-1.8,93.075,-47.1,1.405,5099.1,0
,services,married,high.school,unknown,no,no,telephone,may,tue,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
52.0,admin.,married,high.school,no,yes,,cellular,may,mon,1.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
51.0,,,university.degree,unknown,no,no,telephone,jun,mon,2.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
46.0,services,,,no,,no,cellular,jul,thu,1.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
27.0,technician,single,professional.course,,no,no,cellular,may,thu,1.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
58.0,technician,divorced,,no,no,no,,jun,fri,3.0,999.0,0.0,nonexistent,1.4,94.465,,4.967,5228.1,0
39.0,blue-collar,married,basic.9y,no,no,no,cellular,jul,tue,2.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
52.0,technician,,high.school,no,yes,no,telephone,jun,wed,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
36.0,blue-collar,single,basic.9y,no,no,yes,telephone,may,thu,3.0,999.0,,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
36.0,admin.,divorced,high.school,,yes,no,cellular,may,tue,5.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
34.0,technician,single,professional.course,,no,no,,may,mon,1.0,999.0,1.0,,-1.8,92.893,-46.2,1.299,5099.1,0
32.0,admin.,married,university.degree,,yes,yes,,nov,thu,1.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,,5195.8,0
48.0,blue-collar,married,high.school,no,no,no,telephone,may,wed,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
37.0,,married,university.degree,no,no,no,telephone,may,tue,3.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
49.0,,married,high.school,no,no,no,cellular,aug,thu,2.0,999.0,0.0,nonexistent,1.4,93.444,,4.964,5228.1,0
42.0,unemployed,married,high.school,unknown,yes,yes,,may,mon,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
34.0,technician,single,professional.course,no,yes,yes,telephone,aug,mon,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0
52.0,,married,university.degree,,,yes,telephone,jun,mon,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
26.0,technician,single,university.degree,no,yes,no,cellular,may,thu,4.0,2.0,1.0,,,92.893,-46.2,1.27,5099.1,1
44.0,technician,single,,no,yes,yes,cellular,jul,thu,1.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,,,0
53.0,blue-collar,married,basic.4y,unknown,yes,yes,telephone,jul,fri,7.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
32.0,blue-collar,single,basic.6y,unknown,yes,no,telephone,may,fri,6.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
42.0,management,married,university.degree,,no,no,cellular,apr,fri,2.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
34.0,admin.,married,high.school,no,no,no,,jun,wed,1.0,999.0,0.0,nonexistent,1.4,,-41.8,4.864,5228.1,1
29.0,blue-collar,married,professional.course,no,no,no,telephone,may,wed,5.0,999.0,0.0,nonexistent,1.1,,-36.4,4.857,5191.0,0
34.0,management,married,university.degree,no,yes,no,telephone,may,fri,3.0,,1.0,failure,,92.893,-46.2,1.313,5099.1,0
52.0,services,married,,no,yes,no,cellular,may,fri,1.0,999.0,1.0,failure,-1.8,92.893,-46.2,1.313,5099.1,0
39.0,technician,married,,no,unknown,unknown,telephone,may,wed,2.0,999.0,0.0,nonexistent,,93.994,-36.4,4.858,5191.0,0
34.0,admin.,divorced,professional.course,no,yes,yes,,may,tue,2.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
41.0,management,married,university.degree,no,yes,no,cellular,apr,fri,1.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
36.0,technician,married,university.degree,no,no,no,telephone,may,wed,2.0,999.0,,nonexistent,1.1,93.994,-36.4,,5191.0,0
42.0,services,married,basic.6y,,no,no,cellular,nov,thu,7.0,999.0,1.0,failure,-0.1,93.2,-42.0,4.076,5195.8,0
35.0,technician,married,professional.course,no,yes,no,cellular,may,fri,5.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
63.0,retired,married,professional.course,no,no,no,cellular,dec,mon,1.0,999.0,1.0,failure,-3.0,92.713,-33.0,0.706,5023.5,0
41.0,blue-collar,single,basic.9y,unknown,yes,no,cellular,nov,,1.0,999.0,,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0
36.0,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,wed,1.0,999.0,,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
36.0,self-employed,divorced,university.degree,no,yes,no,cellular,nov,wed,1.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0
42.0,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,wed,10.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
40.0,services,married,high.school,no,yes,yes,telephone,may,fri,9.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0
34.0,technician,married,high.school,no,yes,,cellular,aug,thu,5.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
58.0,self-employed,married,,no,yes,no,cellular,may,mon,1.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
,blue-collar,married,basic.9y,no,no,yes,cellular,dec,thu,3.0,999.0,2.0,failure,-3.0,92.713,-33.0,0.707,5023.5,0
42.0,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,wed,6.0,999.0,0.0,,1.4,94.465,-41.8,4.864,5228.1,0
37.0,admin.,married,university.degree,no,yes,yes,cellular,apr,mon,1.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
32.0,admin.,married,professional.course,no,no,yes,cellular,oct,tue,1.0,6.0,1.0,success,-3.4,92.431,-26.9,0.742,5017.5,1
30.0,technician,married,professional.course,no,yes,no,cellular,jul,mon,11.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
32.0,,single,high.school,no,no,no,cellular,aug,tue,5.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
33.0,self-employed,married,university.degree,no,yes,no,,aug,mon,3.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
36.0,technician,married,university.degree,no,yes,yes,cellular,oct,thu,2.0,,0.0,nonexistent,-3.4,92.431,,0.722,5017.5,0
53.0,blue-collar,married,high.school,no,yes,no,cellular,jul,mon,4.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
56.0,blue-collar,married,,unknown,yes,no,telephone,may,tue,10.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
35.0,admin.,married,university.degree,no,yes,no,cellular,oct,thu,1.0,999.0,1.0,failure,-3.4,92.431,-26.9,0.74,5017.5,0
34.0,blue-collar,married,basic.6y,no,no,no,telephone,may,tue,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
44.0,admin.,married,basic.9y,unknown,yes,yes,cellular,aug,thu,,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,1
59.0,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,wed,1.0,999.0,,nonexistent,,94.465,-41.8,4.864,5228.1,0
49.0,admin.,married,university.degree,no,yes,no,cellular,aug,thu,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
34.0,blue-collar,married,basic.4y,no,no,no,telephone,jun,tue,13.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.864,,0
47.0,housemaid,married,basic.4y,unknown,no,yes,cellular,aug,tue,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
31.0,blue-collar,married,basic.9y,no,unknown,unknown,telephone,may,mon,2.0,999.0,0.0,nonexistent,1.1,,-36.4,4.857,5191.0,0
49.0,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,thu,2.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
41.0,admin.,divorced,university.degree,no,no,no,telephone,nov,thu,4.0,999.0,1.0,failure,-0.1,93.2,-42.0,4.076,5195.8,0
31.0,blue-collar,married,basic.9y,unknown,,no,cellular,nov,thu,,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.076,,0
42.0,,married,university.degree,unknown,yes,no,cellular,aug,thu,5.0,999.0,0.0,nonexistent,1.4,,-36.1,4.968,5228.1,0
50.0,blue-collar,divorced,basic.4y,no,yes,no,telephone,jun,mon,3.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
39.0,technician,married,high.school,no,no,no,cellular,aug,tue,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
47.0,technician,divorced,high.school,no,yes,no,cellular,jul,thu,3.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
37.0,admin.,married,university.degree,no,no,no,telephone,jun,tue,4.0,999.0,0.0,nonexistent,,94.465,-41.8,4.864,5228.1,0
,blue-collar,married,basic.4y,no,no,no,cellular,aug,fri,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
,technician,single,university.degree,no,yes,no,cellular,,fri,1.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0
38.0,housemaid,married,basic.4y,unknown,no,no,cellular,jul,tue,2.0,999.0,0.0,nonexistent,1.4,,-42.7,4.961,5228.1,0
29.0,technician,single,,no,no,no,cellular,aug,wed,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
40.0,services,married,basic.4y,unknown,yes,no,cellular,may,fri,1.0,999.0,2.0,failure,-1.8,,-46.2,1.313,,0
35.0,services,single,high.school,no,no,no,cellular,may,thu,1.0,999.0,1.0,failure,-1.8,92.893,-46.2,1.327,5099.1,0
56.0,retired,married,basic.4y,no,yes,no,cellular,jun,wed,2.0,3.0,2.0,success,-1.7,94.055,-39.8,0.767,4991.6,1
46.0,unknown,married,basic.4y,unknown,yes,no,telephone,jun,mon,1.0,999.0,0.0,nonexistent,,94.465,-41.8,4.96,5228.1,0
49.0,entrepreneur,married,high.school,unknown,no,no,telephone,may,,12.0,,0.0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
56.0,technician,married,basic.4y,no,yes,no,telephone,may,mon,,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
53.0,blue-collar,married,basic.6y,no,yes,no,cellular,,mon,5.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
39.0,technician,married,professional.course,no,no,,,apr,thu,3.0,999.0,1.0,failure,-1.8,93.749,-34.6,0.64,5008.7,0
37.0,technician,,professional.course,no,no,no,cellular,aug,tue,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
29.0,blue-collar,single,basic.9y,no,no,no,telephone,jun,mon,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
35.0,,single,professional.course,no,yes,no,cellular,jul,thu,4.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
36.0,,married,high.school,no,yes,no,telephone,jun,mon,,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
30.0,blue-collar,married,basic.4y,,no,no,,may,fri,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0
28.0,self-employed,married,professional.course,no,yes,yes,telephone,may,wed,3.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
45.0,services,married,basic.6y,no,yes,no,,aug,mon,2.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1
42.0,entrepreneur,married,basic.4y,no,,yes,cellular,nov,wed,4.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0
28.0,technician,single,high.school,no,yes,no,cellular,jul,tue,1.0,999.0,0.0,,1.4,93.918,-42.7,4.961,5228.1,0
46.0,blue-collar,married,university.degree,no,yes,yes,telephone,jun,tue,5.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
32.0,admin.,married,university.degree,no,no,no,cellular,jul,thu,2.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
35.0,admin.,single,university.degree,,yes,no,cellular,jul,fri,1.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
42.0,admin.,married,university.degree,no,no,no,cellular,may,tue,1.0,999.0,0.0,nonexistent,-1.8,,-46.2,1.266,5099.1,0
36.0,admin.,divorced,university.degree,unknown,no,no,telephone,jul,thu,1.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
38.0,admin.,married,high.school,no,yes,no,cellular,jul,mon,2.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
30.0,technician,married,basic.9y,no,yes,no,cellular,,fri,1.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
55.0,admin.,married,high.school,no,yes,no,cellular,,mon,3.0,999.0,0.0,nonexistent,1.4,,-42.7,4.962,,0
45.0,blue-collar,divorced,basic.4y,no,yes,no,telephone,jun,tue,,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
39.0,blue-collar,married,unknown,unknown,yes,no,telephone,jul,tue,5.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
51.0,admin.,divorced,professional.course,no,no,yes,cellular,aug,tue,1.0,999.0,0.0,nonexistent,,93.444,-36.1,4.966,5228.1,0
31.0,blue-collar,single,high.school,no,yes,no,cellular,nov,wed,1.0,,1.0,failure,-0.1,93.2,-42.0,4.12,5195.8,0
41.0,blue-collar,married,basic.4y,no,yes,yes,telephone,may,tue,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,,0
36.0,management,single,high.school,no,no,no,cellular,apr,mon,2.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
44.0,technician,married,professional.course,no,yes,no,telephone,jul,thu,1.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.968,,0
32.0,technician,single,university.degree,no,yes,no,cellular,apr,tue,3.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,0
36.0,management,married,university.degree,no,yes,no,telephone,may,thu,2.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
31.0,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,7.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
40.0,management,married,university.degree,no,no,no,cellular,aug,tue,11.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
39.0,self-employed,married,university.degree,unknown,yes,no,telephone,jun,tue,5.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
48.0,admin.,married,,unknown,no,yes,telephone,may,mon,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.858,,0
36.0,services,single,basic.4y,no,no,no,telephone,may,mon,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
44.0,technician,divorced,university.degree,unknown,no,no,cellular,aug,tue,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
31.0,admin.,single,high.school,unknown,unknown,unknown,cellular,jul,wed,1.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
36.0,blue-collar,,basic.9y,no,unknown,unknown,telephone,jun,tue,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
63.0,retired,married,basic.4y,no,no,no,cellular,aug,thu,1.0,999.0,0.0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,0
41.0,,married,basic.6y,no,,no,cellular,jul,wed,2.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
50.0,services,married,basic.9y,unknown,yes,no,cellular,aug,mon,2.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
39.0,management,married,university.degree,,no,,telephone,jun,mon,3.0,999.0,0.0,nonexistent,,94.465,-41.8,4.96,5228.1,1
58.0,retired,married,,no,yes,no,cellular,aug,wed,3.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
47.0,technician,single,university.degree,no,no,no,cellular,apr,fri,2.0,999.0,0.0,nonexistent,-1.8,93.075,,1.405,5099.1,0
35.0,self-employed,married,university.degree,no,no,no,telephone,jul,wed,3.0,999.0,0.0,nonexistent,,93.918,-42.7,4.963,5228.1,0
40.0,admin.,married,university.degree,no,no,no,telephone,may,fri,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
29.0,self-employed,married,unknown,no,no,no,cellular,jul,tue,2.0,999.0,0.0,nonexistent,1.4,,-42.7,4.962,5228.1,0
48.0,services,married,high.school,unknown,yes,no,telephone,jun,fri,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
42.0,admin.,married,professional.course,no,yes,yes,cellular,may,mon,2.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0
38.0,entrepreneur,divorced,university.degree,unknown,yes,no,telephone,may,,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,,5191.0,0
59.0,unknown,married,unknown,no,no,no,cellular,aug,wed,1.0,6.0,1.0,success,-1.7,94.027,-38.3,0.9,4991.6,1
30.0,blue-collar,married,basic.9y,unknown,no,no,cellular,may,wed,1.0,999.0,1.0,failure,-1.8,92.893,-46.2,1.281,5099.1,0
32.0,blue-collar,married,basic.9y,no,unknown,unknown,cellular,apr,mon,1.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,1
30.0,unemployed,married,professional.course,no,yes,no,cellular,jun,tue,1.0,999.0,0.0,nonexistent,-2.9,92.963,,1.262,5076.2,0
63.0,management,married,basic.4y,unknown,yes,no,cellular,nov,tue,4.0,999.0,2.0,failure,-3.4,92.649,-30.1,0.715,5017.5,1
,management,married,basic.4y,unknown,,no,telephone,may,fri,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0
30.0,admin.,single,high.school,no,unknown,,cellular,nov,tue,2.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0
45.0,admin.,divorced,high.school,unknown,yes,no,cellular,apr,mon,1.0,999.0,0.0,,-1.8,93.075,,1.405,5099.1,0
40.0,housemaid,divorced,high.school,unknown,yes,yes,cellular,jul,,2.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
29.0,admin.,single,university.degree,no,yes,no,cellular,aug,tue,1.0,999.0,0.0,nonexistent,1.4,,-36.1,4.968,5228.1,0
28.0,admin.,single,university.degree,no,yes,no,cellular,sep,mon,,6.0,3.0,success,-1.1,94.199,-37.5,0.882,4963.6,0
40.0,entrepreneur,married,university.degree,no,no,no,cellular,jul,wed,4.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,,5228.1,0
50.0,services,married,high.school,unknown,no,no,cellular,aug,tue,13.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
35.0,services,married,basic.6y,no,no,no,cellular,may,mon,,3.0,1.0,success,-1.8,92.893,-46.2,1.354,5099.1,1
32.0,technician,married,professional.course,no,yes,no,cellular,nov,,1.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.076,,0
61.0,retired,married,basic.9y,no,no,no,cellular,may,mon,1.0,999.0,,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0
57.0,admin.,married,basic.4y,unknown,yes,no,cellular,jul,tue,2.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,,0
28.0,services,married,basic.9y,no,no,no,cellular,may,tue,3.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,1
55.0,admin.,married,high.school,no,no,no,cellular,apr,fri,3.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
28.0,services,single,,no,yes,no,cellular,jul,fri,1.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
30.0,blue-collar,married,basic.4y,no,no,no,,may,thu,1.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.327,,0
28.0,technician,single,university.degree,no,yes,no,cellular,mar,,3.0,999.0,0.0,nonexistent,-1.8,92.843,-50.0,1.811,5099.1,1
59.0,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,tue,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
60.0,retired,divorced,university.degree,unknown,yes,no,telephone,may,,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
32.0,blue-collar,married,basic.4y,unknown,yes,yes,cellular,jul,mon,2.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
55.0,admin.,married,,no,unknown,unknown,telephone,jun,fri,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,,5228.1,0
27.0,blue-collar,married,basic.4y,no,,no,cellular,jul,tue,1.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.961,,0
59.0,retired,married,university.degree,no,no,yes,cellular,aug,wed,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
32.0,technician,married,professional.course,no,no,no,cellular,jul,mon,2.0,,0.0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
46.0,,divorced,basic.6y,no,yes,no,cellular,may,mon,5.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
28.0,admin.,,university.degree,,yes,no,,oct,mon,4.0,17.0,3.0,failure,,94.601,-49.5,1.032,4963.6,0
58.0,admin.,married,basic.9y,unknown,no,no,telephone,may,tue,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
30.0,admin.,married,university.degree,,no,no,cellular,aug,thu,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
55.0,retired,married,high.school,,yes,no,cellular,aug,tue,4.0,999.0,0.0,,1.4,93.444,-36.1,4.965,5228.1,0
51.0,self-employed,married,university.degree,no,yes,yes,cellular,nov,thu,3.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0
28.0,services,single,high.school,no,yes,,telephone,sep,fri,1.0,999.0,0.0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,0
50.0,admin.,married,basic.9y,no,no,no,cellular,may,,6.0,999.0,,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
28.0,technician,single,university.degree,unknown,no,no,telephone,jun,wed,2.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
,blue-collar,single,basic.4y,unknown,no,no,cellular,may,tue,2.0,999.0,1.0,failure,-1.8,92.893,-46.2,1.344,5099.1,0
54.0,blue-collar,married,basic.9y,no,yes,no,cellular,aug,tue,3.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
,services,married,high.school,unknown,,no,cellular,jul,mon,3.0,999.0,,nonexistent,1.4,,-42.7,4.96,5228.1,0
39.0,housemaid,married,,no,no,no,cellular,aug,thu,1.0,,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
43.0,unknown,married,high.school,unknown,yes,yes,telephone,may,thu,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
43.0,services,divorced,unknown,unknown,yes,yes,cellular,jul,tue,7.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
43.0,admin.,married,professional.course,no,yes,no,telephone,jun,thu,2.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
46.0,management,married,university.degree,no,yes,no,cellular,may,thu,2.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
53.0,management,married,basic.4y,unknown,no,no,telephone,may,wed,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
44.0,admin.,single,professional.course,unknown,yes,no,cellular,may,tue,4.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
34.0,services,married,high.school,no,no,no,telephone,may,tue,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
,retired,married,basic.4y,unknown,yes,yes,cellular,aug,wed,1.0,999.0,,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
41.0,technician,divorced,professional.course,no,no,no,cellular,aug,wed,13.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
,services,single,,no,yes,no,cellular,jul,mon,4.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
38.0,blue-collar,single,basic.6y,unknown,no,yes,cellular,,wed,1.0,999.0,1.0,failure,-1.8,92.893,-46.2,1.334,5099.1,0
